,stockpx,iv30,iv60,diff,"diff, %",iv90,m1atmiv,m1dtex,m2atmiv,m2dtex,m3atmiv,m3dtex,m4atmiv,m4dtex,slope,deriv,slope_inf,deriv_inf,10dclsHV,20dclsHV,60dclsHV,120dclsHV,252dclsHV,10dORHV,20dORHV,60dORHV,120dORHV,252dORHV
HUYA,3.46,68.88,73.63,-4.75,-7%,69.8,46.24,12,76.93,40,68.45,103,74.06,194,-0.50306,0.0118,0.82931,0.0884,42.61,65.4,62.53,68.69,95.73,42.05,62.64,65.28,71.04,90.54
GRAB,3.56,49.54,54.32,-4.78,-10%,54.02,46.71,12,50.55,40,55.42,68,53.36,103,0.96523,0.0552,1.18526,0.1468,35.1,32.51,56.24,53.79,60.94,48.48,45.35,61.21,61.89,71.99
CSCO,52.12,15.21,20.09,-4.88,-32%,19.09,14.81,12,22.23,40,19.56,68,18.87,103,3.80438,0.1022,5.12536,0.1321,10.61,14.8,18.27,19.38,22.17,14.15,15.65,18.95,20.25,22.79
S,14.95,56.21,61.17,-4.96,-9%,61.55,53.86,12,54.56,40,62.17,68,60.07,159,-0.18723,0.0747,0.99673,0.0731,41.79,50.64,89.92,75.33,71.04,43,53.26,79.23,71.27,74
PATH,17.69,54.3,59.26,-4.96,-9%,59.47,57.27,12,53.53,40,61.28,68,56.81,131,0.2556,0.0953,1.10607,0.0957,49.48,51.3,60.93,64.17,67.56,55.71,54.49,62.97,64.76,68.9
CD,8.24,29.56,34.52,-4.96,-17%,38.22,24.57,12,31.34,40,42.28,131,34.47,194,0.0001,0,1.14602,0,58.76,43.86,57.51,58.26,58.96,42.04,33.74,56,57.22,65.28
GTLB,51.12,56.57,61.55,-4.98,-9%,62.56,53.71,12,56.89,40,63.92,68,61.93,103,0.01163,0.0706,1.34071,0.0609,26.28,47.56,82.25,88.2,84.09,40.35,54.4,69.57,80.36,83.87
BTG,3.6,41.62,46.75,-5.13,-12%,51.44,38.59,12,42.7,40,53.09,103,46.73,194,0.22422,0,0.62103,0,31.6,31.78,28.76,32.59,39.82,32.9,33.06,32.18,35.34,42.24
VIXY,25.55,68.81,73.95,-5.14,-7%,78.77,60.83,12,69.13,40,74.95,68,84.39,131,-3.20159,0.0758,-2.9606,0.0072,40.78,36.43,46.97,57.32,51.25,46.71,42.18,48.98,61.15,55.15
DG,169.89,21.15,26.33,-5.18,-24%,26.75,22.44,12,21.63,40,28.01,68,24.89,131,1.7498,0.1134,4.11088,0.1465,13.6,21.34,45.01,34.74,29.19,17.8,24.77,38.09,31.16,28.79
AFRM,16.21,84.86,90.1,-5.24,-6%,88.23,87.86,12,86.44,40,88.48,68,87.86,131,-0.30435,0.0603,1.14441,0.0855,89.68,79.31,89.18,102.43,100.68,89.85,81.08,94.12,105.45,104.94
HPQ,33.45,20.19,25.5,-5.31,-26%,26.25,22.51,12,21.56,40,27.02,68,25.11,131,1.70368,0.2314,1.55602,0.207,26.99,26.22,30.17,27.17,32.36,26.86,24.36,28.4,27.37,32.46
IOT,27.65,54.68,60.04,-5.36,-10%,60.17,56.35,12,54.09,40,61.78,68,59.42,103,0.92396,0.0048,1.45023,0.0505,36.23,45.19,79.96,66.32,67.3,56.94,57.66,69.61,64.21,70.05
KOLD,57.96,107.91,113.32,-5.41,-5%,117.98,100.48,12,109.92,40,115.02,68,122.32,131,-1.18457,0.0776,1.61199,0.0123,85.7,102.71,102.59,126.35,134.51,92.13,107.67,100.38,116.04,126.07
VXX,25.47,68.97,74.42,-5.45,-8%,78.14,63.41,12,69.66,40,75.21,68,85.07,159,-3.14289,0.0701,-2.72911,0.0969,41.6,36.35,47.46,57.44,48.74,47.13,42.01,49.21,61.46,53.6
COTY,13.01,32.26,37.74,-5.48,-17%,37.51,31.5,12,31.87,40,37.26,131,35.41,194,2.12732,0.0562,2.61162,0.0596,32.12,29.32,30.5,28.52,39.44,37.83,33.61,37.56,34.08,41.86
MRVL,62.15,39.55,45.29,-5.74,-15%,43.97,38.42,12,39.97,40,44.84,68,42.7,131,0.89189,0.0651,1.71639,0.0691,39.49,35.76,78.24,67.63,61.28,39.24,36.28,57.87,55.31,56.98
ZS,147.39,44.11,49.95,-5.84,-13%,50.81,46.31,12,43.29,40,52.83,68,47.83,131,1.08157,0.0605,2.33354,0.0649,49.56,42.15,61.11,59.37,64,47.73,44.37,53.4,53.84,60.13
STNE,11.39,54.27,60.14,-5.87,-11%,57.28,54.21,12,62.19,40,56.27,103,58.78,131,2.01208,0.0721,1.80273,0.0998,37.72,47.98,47.88,53.55,70.15,45.17,55.67,55.45,59.41,72.27
PDD,71.04,48.83,54.79,-5.96,-12%,53.61,49.34,12,49.13,40,55.33,68,52.81,103,-0.81974,0.0857,1.30219,0.0473,42.97,44.33,61.92,61.6,69.05,41.39,44.84,55.29,56.39,67.05
DOCU,51.76,39.23,45.27,-6.04,-15%,47.9,38.91,12,39.42,40,47.98,68,47.71,159,0.87394,0.0756,2.42936,0.0498,25.84,28.29,31.17,54.64,60.93,32.39,37.02,42.39,56.16,61.64
PTON,9.11,81.54,87.78,-6.24,-8%,84,89.58,12,84.43,40,88.52,68,81.88,103,-1.40475,0.1224,1.40129,0.092,67.05,78.76,72.11,80.21,93.99,83.24,80.22,78.78,84.16,97.02
BBWI,37.21,38.41,44.91,-6.5,-17%,43.74,40.26,12,47.04,40,44.05,68,43.29,131,2.48275,0.0623,3.22412,0.0768,32.43,28.71,40.54,38.56,51.62,36.75,35.65,40.48,42.5,51.67
NVDS,8.43,51.39,58,-6.61,-13%,59.31,52.29,12,51.06,40,60.03,68,57.61,159,-0.44934,0.0796,-0.31114,0.007,31.9,42.64,75.95,71.35,72.47,36.2,46.29,68.66,66.46,68.39
ASTS,4.45,87.48,94.24,-6.76,-8%,92.63,82.1,12,102.53,40,90.86,131,87.78,194,-0.14994,0.0485,0.4828,0.0915,135.59,109.85,87.26,85.18,90.94,113.55,95.54,87.86,89.92,98.82
GDRX,5.4,59.2,66.04,-6.84,-12%,60.92,27.53,12,70.46,40,59.11,103,60.98,194,-0.01183,0.0007,0.00138,0.0899,28.75,32.3,42.85,52.4,62.88,35.33,36.89,56.82,62.38,74.46
M,16.48,40.61,47.7,-7.09,-17%,47.38,42.44,12,43.39,40,47.03,131,47.83,159,1.07964,0.0813,2.78899,0.0794,30.19,29.09,47.77,46.39,50.18,37.76,35.95,48.49,47.75,50.37
JWN,20.47,43.43,51.08,-7.65,-18%,49.31,45.1,12,45.62,40,48.69,103,47.52,194,1.28345,0.0551,2.67065,0.0786,48.17,40.79,53.27,62.39,61.24,49.44,43.93,53.99,59.44,59.57
ZM,69.74,39.97,47.68,-7.71,-19%,46.13,39.15,12,40.75,40,45.58,103,44.62,131,0.14974,0.0869,1.77755,0.0738,34.48,34.17,37.95,43.47,48.89,33.84,37.02,42.08,47.03,51.47
TGT,133.39,26.29,34.15,-7.86,-30%,31.53,26.01,12,37.67,40,33.17,68,30.76,103,1.76624,0.0751,3.43816,0.0918,20.13,26.65,27.6,27.05,33.22,21.57,26.9,29.55,32.52,34.9
CDXS,2.92,83.24,91.99,-8.75,-11%,83.03,69.15,12,88.24,40,93.08,68,59.21,159,0,0,0,0,87.81,81.14,78.78,72.02,86.83,86.78,86.91,99.43,87.42,93.27
FTCH,6.21,67.24,76.38,-9.14,-14%,72.31,70.97,12,75.25,40,70.88,103,70.14,194,0.29602,0.0675,1.25278,0.0571,78.63,66.48,70.24,72.38,98.51,86.43,73.7,76.87,79.29,102.02
NVDA,424.05,40.06,49.21,-9.15,-23%,46.6,38.48,12,40,40,48.16,68,45.86,103,0.11317,0.0471,0.48547,0.0343,25.85,34.38,60.77,57.12,56.26,29.03,36.95,47.43,48.85,52.86
ONON,32.68,44.53,54.22,-9.69,-22%,50.94,44.44,12,58.13,40,52.93,68,50.01,103,1.72431,0.0675,2.47019,0.0606,35.52,33.11,44.29,61.26,58.22,40.84,43.61,50.68,57.75,59.4
KSS,25.23,48.41,58.18,-9.77,-20%,54.53,52.12,12,55.76,40,53.24,103,53.61,159,1.55967,0.0739,3.07942,0.1052,41.02,43.52,59.2,53.19,52.85,47.47,47.9,58.25,56.76,55.8
UVXY,19.16,105.78,115.72,-9.94,-9%,122.76,94.15,12,110.34,40,117.42,68,130.62,131,-3.13674,0.0633,-2.5296,0.0116,59.96,54.55,69.38,84.27,75.85,69,62.62,73.32,90.84,82.08
HLLY,4.4,71.97,82.17,-10.2,-14%,81.06,40.62,12,83.11,40,79.85,131,77.77,222,0.01354,0,1.79299,0,87.25,71.79,82.64,108.38,100.52,88.07,74.38,80.77,100.08,96.7
CUE,4.39,73.41,84.02,-10.61,-14%,86.95,50.67,12,81.49,40,87.98,103,98.51,194,0.00819,0,1.7267,0,74.96,67.12,63.04,67.73,80.66,80.72,74.74,78.56,83.77,94.71
SLDP,3.04,69.91,80.74,-10.83,-15%,82.01,42.47,12,79.66,40,83.39,131,80.35,222,-0.00063,0,-0.24512,0,72.27,72.9,83.57,81.76,75.57,92.92,88.74,87.03,87.53,83.49
MSOS,6.23,88.82,99.81,-10.99,-12%,96.1,112.24,12,108.74,40,99.46,68,94.51,103,-1.33405,0.2663,-1.55679,0.09,59.89,49.57,53.78,46.12,67.14,64.84,55.49,60.78,55.34,71.93
AI,41.47,92.2,104.24,-12.04,-13%,104.79,86.46,12,92.94,40,108.38,68,103.1,103,-1.68198,0.0782,-0.98666,0.0539,43.17,93.22,125.22,137.22,106.05,84.26,114.52,122.1,134.47,105.08
SE,59.11,47.64,61.02,-13.38,-28%,58.2,46.95,12,64.44,40,55.09,131,52.83,194,-0.05752,0.1061,2.11377,0.0839,39.15,35.24,53.04,60.47,73.02,43.35,40.01,50.88,57.22,68.47
UVIX,4.64,147.77,161.57,-13.8,-9%,172.86,131.52,12,160.88,40,164.36,68,185.36,131,-3.22193,0.0953,-2.18048,0.0067,77.14,69.26,92,113.23,101.37,89.51,81.26,96.74,120.19,108.69
FL,26.7,35.84,50.46,-14.62,-41%,47.04,34.13,12,53.01,40,45.84,103,48.6,131,1.37589,0.0803,3.03698,0.0845,24.7,27.13,68.32,57.51,55.09,29.43,30.52,57.54,53.29,51.09
ARR,5.11,25.22,131.15,-105.93,-420%,252.3,21.07,12,26.69,40,294.93,103,24.38,194,0,0,0,0,25.77,23.71,27.36,28.89,37.51,28.65,26.64,30.79,33.12,41.27
